employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
SJL of Kansas,"Apr 12, 2006",5,Non-WARN,,,4 - Workforce Investment Area IV,,866,https://www.kansasworks.com/search/warn_lookups/866
King of the Road,"Apr 18, 2006",8,Non-WARN,,,1 - Workforce Investment Area I,,867,https://www.kansasworks.com/search/warn_lookups/867
Beloit Juvenile Correctional Facility,"Mar 24, 2006",12,Non-WARN,,,1 - Workforce Investment Area I,,868,https://www.kansasworks.com/search/warn_lookups/868
St. Francis,"Mar 24, 2006",,Non-WARN,,,1 - Workforce Investment Area I,,869,https://www.kansasworks.com/search/warn_lookups/869
The North Face,"Apr 10, 2006",93,WARN,,,3 - Workforce Investment Area III,,870,https://www.kansasworks.com/search/warn_lookups/870
The Boeing Company,"Apr 18, 2006",313,WARN,,,4 - Workforce Investment Area IV,,871,https://www.kansasworks.com/search/warn_lookups/871
APAC Customer Services,"Apr 27, 2006",272,WARN,Wichita,,4 - Workforce Investment Area IV,"600 B South Tyler; Wichita,",873,https://www.kansasworks.com/search/warn_lookups/873
Ryan International Airlines,"May 12, 2006",127,WARN,,,4 - Workforce Investment Area IV,,874,https://www.kansasworks.com/search/warn_lookups/874
Ryan International Airlines,"May 12, 2006",127,WARN,,,4 - Workforce Investment Area IV,,875,https://www.kansasworks.com/search/warn_lookups/875
Reliance Integrated Solutions LLC,"May 12, 2006",14,Non-WARN,Wichita,67226,4 - Workforce Investment Area IV,"8300 East Thorn Drive STE 100; Wichita, Kansas 67226",876,https://www.kansasworks.com/search/warn_lookups/876
Monsanto Swine Research Facility,"Apr 12, 2006",7,Non-WARN,,,1 - Workforce Investment Area I,,877,https://www.kansasworks.com/search/warn_lookups/877
"Sears, Roebuck and Company","Jun 15, 2006",,WARN,Leavenworth,66048,3 - Workforce Investment Area III,,878,https://www.kansasworks.com/search/warn_lookups/878
Prairie State Bank,"Jun 16, 2006",23,Non-WARN,,,4 - Workforce Investment Area IV,,879,https://www.kansasworks.com/search/warn_lookups/879
Aerospace Transportation Products,"Jun 20, 2006",15,Non-WARN,,,1 - Workforce Investment Area I,,880,https://www.kansasworks.com/search/warn_lookups/880
Blount International Inc.,"Jun 29, 2006",181,WARN,Coffeyville,,5 - Workforce Investment Area V,"2612 N US Hwy 169; Coffeyville,",881,https://www.kansasworks.com/search/warn_lookups/881
Osco,"Jun 26, 2006",69,Non-WARN,,,4 - Workforce Investment Area IV,,882,https://www.kansasworks.com/search/warn_lookups/882
"Diagraph Label, Inc.","Jun 26, 2006",11,Non-WARN,,,3 - Workforce Investment Area III,,883,https://www.kansasworks.com/search/warn_lookups/883
Osco Drug,"Jun 26, 2006",22,Non-WARN,,,1 - Workforce Investment Area I,,884,https://www.kansasworks.com/search/warn_lookups/884
Norwich Care Center,"Jul 17, 2006",,Non-WARN,,,4 - Workforce Investment Area IV,,885,https://www.kansasworks.com/search/warn_lookups/885
NACO Industries,"Jul 21, 2006",,Non-WARN,,,1 - Workforce Investment Area I,,886,https://www.kansasworks.com/search/warn_lookups/886
Bombardier,"Jul 25, 2006",15,Non-WARN,,,4 - Workforce Investment Area IV,,887,https://www.kansasworks.com/search/warn_lookups/887
Barry's Building Center,"Aug 03, 2006",2,Non-WARN,,,1 - Workforce Investment Area I,,888,https://www.kansasworks.com/search/warn_lookups/888
InkCycle,"Aug 24, 2006",390,WARN,Lenexa,66214,3 - Workforce Investment Area III,"17501 W 98th Street; Lenexa, Kansas 66214",889,https://www.kansasworks.com/search/warn_lookups/889
The Boeing Company,"Aug 21, 2006",118,WARN,,,4 - Workforce Investment Area IV,,890,https://www.kansasworks.com/search/warn_lookups/890
Augusta Apple Market,"Sep 05, 2006",30,Non-WARN,,,4 - Workforce Investment Area IV,,891,https://www.kansasworks.com/search/warn_lookups/891
Accenture,"Aug 29, 2006",17,Non-WARN,,,4 - Workforce Investment Area IV,,893,https://www.kansasworks.com/search/warn_lookups/893
Cosentino's Food Stores/Price Chopper,"Sep 08, 2006",91,WARN,Overland Park,,3 - Workforce Investment Area III,"9628 Nall; Overland Park,",894,https://www.kansasworks.com/search/warn_lookups/894
Colgate-Palmolive,"Sep 05, 2006",250,Non-WARN,,,3 - Workforce Investment Area III,,895,https://www.kansasworks.com/search/warn_lookups/895
Suntron - Midwest Operation,"Sep 08, 2006",182,WARN,,,3 - Workforce Investment Area III,,896,https://www.kansasworks.com/search/warn_lookups/896
Prairie State Bank,"Sep 01, 2006",8,Non-WARN,,,4 - Workforce Investment Area IV,,897,https://www.kansasworks.com/search/warn_lookups/897
Colgate-Palmolive,"Sep 15, 2006",240,WARN,,,3 - Workforce Investment Area III,,898,https://www.kansasworks.com/search/warn_lookups/898
Food 4 Less,"Aug 29, 2006",14,Non-WARN,,,1 - Workforce Investment Area I,,899,https://www.kansasworks.com/search/warn_lookups/899
KAC Sappa Valley Ranch,"Sep 28, 2006",47,Non-WARN,,,1 - Workforce Investment Area I,,900,https://www.kansasworks.com/search/warn_lookups/900
Arrow Electronics,"Oct 12, 2006",82,WARN,,,3 - Workforce Investment Area III,,901,https://www.kansasworks.com/search/warn_lookups/901
CertainTeed,"Oct 31, 2006",120,WARN,McPherson,,1 - Workforce Investment Area I,"500 First Avenue; McPherson,",902,https://www.kansasworks.com/search/warn_lookups/902
Eaton Corporation,"Aug 28, 2006",212,WARN,,,1 - Workforce Investment Area I,,903,https://www.kansasworks.com/search/warn_lookups/903
The Boeing Company,"Nov 21, 2006",34,WARN,,,4 - Workforce Investment Area IV,,904,https://www.kansasworks.com/search/warn_lookups/904
Archer Daniels Midland Company,"Nov 08, 2006",54,WARN,,,3 - Workforce Investment Area III,,905,https://www.kansasworks.com/search/warn_lookups/905
J & J Oil,"Nov 30, 2006",9,Non-WARN,,,1 - Workforce Investment Area I,,906,https://www.kansasworks.com/search/warn_lookups/906
Big Sky Distributors,"Dec 11, 2006",110,WARN,,,3 - Workforce Investment Area III,,907,https://www.kansasworks.com/search/warn_lookups/907
Slacks Bar and Grill,"Dec 12, 2006",6,Non-WARN,,,1 - Workforce Investment Area I,,908,https://www.kansasworks.com/search/warn_lookups/908
Northwest Airlines,"Oct 05, 2006",22,Non-WARN,,,4 - Workforce Investment Area IV,,909,https://www.kansasworks.com/search/warn_lookups/909
Lab Corp,"Sep 04, 2006",30,Non-WARN,,,4 - Workforce Investment Area IV,,911,https://www.kansasworks.com/search/warn_lookups/911
American Red Cross,"Dec 01, 2006",25,Non-WARN,,,4 - Workforce Investment Area IV,,914,https://www.kansasworks.com/search/warn_lookups/914
CertainTeed Corporation,"Oct 31, 2006",120,WARN,,,1 - Workforce Investment Area I,,915,https://www.kansasworks.com/search/warn_lookups/915
Bombardier,"Jan 07, 2004",3,WARN,,,4 - Workforce Investment Area IV,,624,https://www.kansasworks.com/search/warn_lookups/624
Tweco,"Jan 06, 2004",5,WARN,,,4 - Workforce Investment Area IV,,625,https://www.kansasworks.com/search/warn_lookups/625
BDalton,"Jan 07, 2004",6,Non-WARN,,,1 - Workforce Investment Area I,,626,https://www.kansasworks.com/search/warn_lookups/626
Lerner of New York,"Jan 07, 2004",7,Non-WARN,,,1 - Workforce Investment Area I,,627,https://www.kansasworks.com/search/warn_lookups/627
Tweco,"Jan 13, 2004",1,WARN,,,4 - Workforce Investment Area IV,,628,https://www.kansasworks.com/search/warn_lookups/628
Sykes,"Jan 20, 2004",,WARN,,,1 - Workforce Investment Area I,,629,https://www.kansasworks.com/search/warn_lookups/629
Gadzooks,"Jan 21, 2004",9,Non-WARN,,,1 - Workforce Investment Area I,,630,https://www.kansasworks.com/search/warn_lookups/630
Raytheon Aircraft,"Jan 20, 2004",6,Non-WARN,,,1 - Workforce Investment Area I,,631,https://www.kansasworks.com/search/warn_lookups/631
Johns Manville,"Jan 06, 2004",44,Non-WARN,,,1 - Workforce Investment Area I,,632,https://www.kansasworks.com/search/warn_lookups/632
Sun Mart,"Jan 06, 2004",,Non-WARN,,,1 - Workforce Investment Area I,,633,https://www.kansasworks.com/search/warn_lookups/633
TeleTech,"Jan 27, 2004",790,WARN,,,2 - Workforce Investment Area II,,634,https://www.kansasworks.com/search/warn_lookups/634
Schult Homes,"Jan 30, 2004",202,WARN,,,1 - Workforce Investment Area I,,635,https://www.kansasworks.com/search/warn_lookups/635
Tweco,"Jan 19, 2004",1,WARN,,,4 - Workforce Investment Area IV,,636,https://www.kansasworks.com/search/warn_lookups/636
Bombardier,"Feb 04, 2004",,WARN,,,4 - Workforce Investment Area IV,,637,https://www.kansasworks.com/search/warn_lookups/637
Gadzooks,"Feb 06, 2004",8,Non-WARN,,,1 - Workforce Investment Area I,,638,https://www.kansasworks.com/search/warn_lookups/638
K B Toys,"Feb 06, 2004",10,Non-WARN,,,1 - Workforce Investment Area I,,639,https://www.kansasworks.com/search/warn_lookups/639
Deerfield Grocery,"Feb 12, 2004",3,Non-WARN,,,1 - Workforce Investment Area I,,640,https://www.kansasworks.com/search/warn_lookups/640
Humane Society of High Plains,"Feb 05, 2004",,Non-WARN,,,1 - Workforce Investment Area I,,641,https://www.kansasworks.com/search/warn_lookups/641
Appliance and Furniture Mart,"Feb 23, 2004",5,Non-WARN,,,1 - Workforce Investment Area I,,642,https://www.kansasworks.com/search/warn_lookups/642
Boeing,"Feb 20, 2004",37,WARN,,,4 - Workforce Investment Area IV,,643,https://www.kansasworks.com/search/warn_lookups/643
Direct Serve,"Feb 26, 2004",45,Non-WARN,,,5 - Workforce Investment Area V,,644,https://www.kansasworks.com/search/warn_lookups/644
Multi Community Diversified Services,"Feb 26, 2004",,Non-WARN,,,1 - Workforce Investment Area I,,645,https://www.kansasworks.com/search/warn_lookups/645
Roost Family Resturant/Topeka Travel Plaza,"Mar 16, 2004",85,Non-WARN,,,2 - Workforce Investment Area II,,646,https://www.kansasworks.com/search/warn_lookups/646
Butterick/McCalls/Vogue Patterns & Wally's Wallcov,"Mar 25, 2004",4,Non-WARN,,,2 - Workforce Investment Area II,,648,https://www.kansasworks.com/search/warn_lookups/648
Carroll's Web,"Mar 26, 2004",9,Non-WARN,,,1 - Workforce Investment Area I,,649,https://www.kansasworks.com/search/warn_lookups/649
"Laidlaw Transit, Inc.","Mar 29, 2004",116,WARN,,,2 - Workforce Investment Area II,,650,https://www.kansasworks.com/search/warn_lookups/650
"Sykes Enterprises, Inc.","Apr 06, 2004",256,WARN,,,2 - Workforce Investment Area II,,651,https://www.kansasworks.com/search/warn_lookups/651
Bombardier,"Apr 05, 2004",1,WARN,,,4 - Workforce Investment Area IV,,652,https://www.kansasworks.com/search/warn_lookups/652
Archer Daniels Milling,"Apr 01, 2004",4,Non-WARN,,,2 - Workforce Investment Area II,,653,https://www.kansasworks.com/search/warn_lookups/653
Archer Daniels Milling,"Apr 01, 2004",4,Non-WARN,,,2 - Workforce Investment Area II,,654,https://www.kansasworks.com/search/warn_lookups/654
Archer Daniels Milling,"Apr 01, 2004",4,Non-WARN,,,2 - Workforce Investment Area II,,655,https://www.kansasworks.com/search/warn_lookups/655
Sykes,"Apr 13, 2004",178,WARN,,,1 - Workforce Investment Area I,,656,https://www.kansasworks.com/search/warn_lookups/656
Golden Corral,"Apr 15, 2004",25,Non-WARN,,,1 - Workforce Investment Area I,,657,https://www.kansasworks.com/search/warn_lookups/657
MORE Inc,"Apr 06, 2004",20,Non-WARN,,,1 - Workforce Investment Area I,,658,https://www.kansasworks.com/search/warn_lookups/658
Boeing,"Apr 16, 2004",27,WARN,,,4 - Workforce Investment Area IV,,659,https://www.kansasworks.com/search/warn_lookups/659
Smith Aerospace,"May 04, 2004",8,Non-WARN,,,4 - Workforce Investment Area IV,,660,https://www.kansasworks.com/search/warn_lookups/660
Wichita Area Technical College,"May 04, 2004",55,Non-WARN,,,4 - Workforce Investment Area IV,,661,https://www.kansasworks.com/search/warn_lookups/661
Tru Circle,"Apr 29, 2004",11,Non-WARN,,,4 - Workforce Investment Area IV,,662,https://www.kansasworks.com/search/warn_lookups/662
"Wittur, Inc","Apr 26, 2004",,Non-WARN,,,4 - Workforce Investment Area IV,,663,https://www.kansasworks.com/search/warn_lookups/663
Ingersoll-Rand,"Apr 12, 2004",30,Non-WARN,,,3 - Workforce Investment Area III,,664,https://www.kansasworks.com/search/warn_lookups/664
Organized Living,"Apr 22, 2004",35,Non-WARN,,,3 - Workforce Investment Area III,,665,https://www.kansasworks.com/search/warn_lookups/665
Gap Outlet in Newton,"May 04, 2004",30,Non-WARN,,,1 - Workforce Investment Area I,,666,https://www.kansasworks.com/search/warn_lookups/666
Farmland Industires,"Mar 01, 2004",,Non-WARN,,,5 - Workforce Investment Area V,,667,https://www.kansasworks.com/search/warn_lookups/667
Kansas Rehab Hospital,"Mar 31, 2004",8,Non-WARN,,,2 - Workforce Investment Area II,,668,https://www.kansasworks.com/search/warn_lookups/668
Great West Healthcare,"Mar 15, 2004",65,Non-WARN,,,5 - Workforce Investment Area V,,669,https://www.kansasworks.com/search/warn_lookups/669
Circuit City,"Feb 16, 2004",44,Non-WARN,,,2 - Workforce Investment Area II,,670,https://www.kansasworks.com/search/warn_lookups/670
Cardinal Brands,"Jan 08, 2004",,Non-WARN,,,2 - Workforce Investment Area II,,671,https://www.kansasworks.com/search/warn_lookups/671
Vizworz,"Jan 06, 2004",20,Non-WARN,,,4 - Workforce Investment Area IV,,672,https://www.kansasworks.com/search/warn_lookups/672
Leonard's Metal Inc,"Feb 05, 2004",21,Non-WARN,,,4 - Workforce Investment Area IV,,673,https://www.kansasworks.com/search/warn_lookups/673
ALCOA,"Apr 15, 2004",2,Non-WARN,,,1 - Workforce Investment Area I,,674,https://www.kansasworks.com/search/warn_lookups/674
"Wittur, Inc.","May 18, 2004",83,WARN,,,4 - Workforce Investment Area IV,,675,https://www.kansasworks.com/search/warn_lookups/675
Marley Cooling Technologies,"May 26, 2004",31,Non-WARN,,,3 - Workforce Investment Area III,,676,https://www.kansasworks.com/search/warn_lookups/676
Boeing,"May 21, 2004",29,WARN,,,4 - Workforce Investment Area IV,,677,https://www.kansasworks.com/search/warn_lookups/677
The Carriage House,"May 20, 2004",42,WARN,,,3 - Workforce Investment Area III,,678,https://www.kansasworks.com/search/warn_lookups/678
Full Size Fashions,"May 17, 2004",5,Non-WARN,,,1 - Workforce Investment Area I,,679,https://www.kansasworks.com/search/warn_lookups/679
Accredo Health,"Jun 16, 2004",,Non-WARN,,,3 - Workforce Investment Area III,,680,https://www.kansasworks.com/search/warn_lookups/680
Cargill Inc. (parent co. Horizon Milling),"Jun 15, 2004",28,Non-WARN,,,4 - Workforce Investment Area IV,,681,https://www.kansasworks.com/search/warn_lookups/681
Golden Belt Co-op,"Jun 21, 2004",3,Non-WARN,,,1 - Workforce Investment Area I,,682,https://www.kansasworks.com/search/warn_lookups/682
Boeing,"Jun 18, 2004",84,WARN,,,4 - Workforce Investment Area IV,,683,https://www.kansasworks.com/search/warn_lookups/683
Bombardier,"Jun 29, 2004",,WARN,,,4 - Workforce Investment Area IV,,684,https://www.kansasworks.com/search/warn_lookups/684
MCI,"Jun 25, 2004",566,WARN,,,4 - Workforce Investment Area IV,,685,https://www.kansasworks.com/search/warn_lookups/685
Best Western Sundome,"Jun 28, 2004",25,Non-WARN,,,1 - Workforce Investment Area I,,686,https://www.kansasworks.com/search/warn_lookups/686
"Principal Residential Mortgage, Inc.","Jun 30, 2004",123,WARN,,,3 - Workforce Investment Area III,,687,https://www.kansasworks.com/search/warn_lookups/687
"Risk Management Alternatives, Inc.","Jul 01, 2004",,WARN,,,2 - Workforce Investment Area II,,688,https://www.kansasworks.com/search/warn_lookups/688
Swedish Crown and Vasa,"Jul 08, 2004",20,Non-WARN,,,1 - Workforce Investment Area I,,689,https://www.kansasworks.com/search/warn_lookups/689
Birch Telecom,"Jul 02, 2004",17,Non-WARN,,,4 - Workforce Investment Area IV,,690,https://www.kansasworks.com/search/warn_lookups/690
Bombardier/Learjet,"Jul 09, 2004",2,WARN,,,4 - Workforce Investment Area IV,,691,https://www.kansasworks.com/search/warn_lookups/691
Harrington-Scanlon Roofing Co. Inc.,"Jul 13, 2004",65,WARN,,,3 - Workforce Investment Area III,,692,https://www.kansasworks.com/search/warn_lookups/692
International Utility Structures (Kansas) Inc.,"Jul 14, 2004",46,Non-WARN,,,4 - Workforce Investment Area IV,,693,https://www.kansasworks.com/search/warn_lookups/693
Classic Wood Interiors,"Jul 15, 2004",6,Non-WARN,,,1 - Workforce Investment Area I,,694,https://www.kansasworks.com/search/warn_lookups/694
Schneider Pallet,"Jul 20, 2004",,Non-WARN,,,1 - Workforce Investment Area I,,695,https://www.kansasworks.com/search/warn_lookups/695
Via Christi,"Jul 21, 2004",218,WARN,,,4 - Workforce Investment Area IV,,696,https://www.kansasworks.com/search/warn_lookups/696
"Ace Electrical Acquisitions, LLC","Jul 27, 2004",123,WARN,,,5 - Workforce Investment Area V,,697,https://www.kansasworks.com/search/warn_lookups/697
Southwest Medical Center,"Jul 29, 2004",20,Non-WARN,,,1 - Workforce Investment Area I,,698,https://www.kansasworks.com/search/warn_lookups/698
KETCH,"Jul 30, 2004",4,Non-WARN,,,1 - Workforce Investment Area I,,699,https://www.kansasworks.com/search/warn_lookups/699
Guidant Sales Corporation,"Jul 29, 2004",4,WARN,,,3 - Workforce Investment Area III,,700,https://www.kansasworks.com/search/warn_lookups/700
Pegasus Satellite Television,"Aug 02, 2004",292,WARN,,,3 - Workforce Investment Area III,,701,https://www.kansasworks.com/search/warn_lookups/701
Guidant Sales Corporation,"Aug 05, 2004",1,WARN,,,3 - Workforce Investment Area III,,702,https://www.kansasworks.com/search/warn_lookups/702
Guidant Sales Corporation,"Aug 06, 2004",1,WARN,,,3 - Workforce Investment Area III,,703,https://www.kansasworks.com/search/warn_lookups/703
Guidant Sales Corporation,"Aug 09, 2004",2,WARN,,,3 - Workforce Investment Area III,,704,https://www.kansasworks.com/search/warn_lookups/704
Guidant Sales Corporation,"Aug 10, 2004",1,WARN,,,3 - Workforce Investment Area III,,705,https://www.kansasworks.com/search/warn_lookups/705
Shalimar Health Center,"Aug 10, 2004",30,Non-WARN,,,1 - Workforce Investment Area I,,706,https://www.kansasworks.com/search/warn_lookups/706
Big M Trucking,"Aug 12, 2004",30,Non-WARN,,,1 - Workforce Investment Area I,,707,https://www.kansasworks.com/search/warn_lookups/707
KSU - Extension Office,"Aug 23, 2004",1,Non-WARN,,,1 - Workforce Investment Area I,,708,https://www.kansasworks.com/search/warn_lookups/708
Nobody's Restaurant,"Jun 04, 2004",6,Non-WARN,,,1 - Workforce Investment Area I,,709,https://www.kansasworks.com/search/warn_lookups/709
Diamond Services,"Aug 27, 2004",,Non-WARN,,,1 - Workforce Investment Area I,,710,https://www.kansasworks.com/search/warn_lookups/710
"Paraclete Credit Management, LLC","Aug 26, 2004",14,Non-WARN,,,4 - Workforce Investment Area IV,,711,https://www.kansasworks.com/search/warn_lookups/711
Southwest Irrigation,"Aug 16, 2004",16,Non-WARN,,,1 - Workforce Investment Area I,,712,https://www.kansasworks.com/search/warn_lookups/712
Teleperformance USA,"Aug 30, 2004",41,Non-WARN,,,1 - Workforce Investment Area I,,713,https://www.kansasworks.com/search/warn_lookups/713
Beliot Juvenile Correctional Facility,"Aug 15, 2004",,Non-WARN,,,1 - Workforce Investment Area I,,714,https://www.kansasworks.com/search/warn_lookups/714
Bombardier,"Sep 13, 2004",8,WARN,,,4 - Workforce Investment Area IV,,715,https://www.kansasworks.com/search/warn_lookups/715
Pegasus,"Sep 15, 2004",12,WARN,,,3 - Workforce Investment Area III,,716,https://www.kansasworks.com/search/warn_lookups/716
Raytheon,"Sep 20, 2004",75,WARN,,,1 - Workforce Investment Area I,,717,https://www.kansasworks.com/search/warn_lookups/717
Certainteed Corporation,"Jul 26, 2004",,Non-WARN,,,1 - Workforce Investment Area I,,718,https://www.kansasworks.com/search/warn_lookups/718
"Trigeant EP, Ltd","Sep 24, 2004",17,Non-WARN,,,4 - Workforce Investment Area IV,,719,https://www.kansasworks.com/search/warn_lookups/719
Payless Shoe Source,"Sep 21, 2004",90,Non-WARN,,,2 - Workforce Investment Area II,,720,https://www.kansasworks.com/search/warn_lookups/720
Payless ShoeSource,"Jul 23, 2004",100,Non-WARN,,,2 - Workforce Investment Area II,,721,https://www.kansasworks.com/search/warn_lookups/721
Amarillo Grill,"Sep 10, 2004",,Non-WARN,,,2 - Workforce Investment Area II,,722,https://www.kansasworks.com/search/warn_lookups/722
Breakthrough House,"Sep 06, 2004",108,Non-WARN,,,2 - Workforce Investment Area II,,723,https://www.kansasworks.com/search/warn_lookups/723
Topeka Healthcare Center,"Sep 03, 2004",70,Non-WARN,,,2 - Workforce Investment Area II,,724,https://www.kansasworks.com/search/warn_lookups/724
Infinia at Central,"Jun 24, 2004",30,Non-WARN,,,2 - Workforce Investment Area II,,725,https://www.kansasworks.com/search/warn_lookups/725
GC Services,"Jun 01, 2004",27,Non-WARN,,,2 - Workforce Investment Area II,,726,https://www.kansasworks.com/search/warn_lookups/726
E & E Display,"May 06, 2004",73,Non-WARN,,,2 - Workforce Investment Area II,,727,https://www.kansasworks.com/search/warn_lookups/727
E & E Display Group,"Jun 24, 2004",105,Non-WARN,,,2 - Workforce Investment Area II,,728,https://www.kansasworks.com/search/warn_lookups/728
Sunflower Bank,"Sep 07, 2004",6,Non-WARN,,,1 - Workforce Investment Area I,,729,https://www.kansasworks.com/search/warn_lookups/729
AFG Glass,"Sep 13, 2004",21,Non-WARN,,,3 - Workforce Investment Area III,,730,https://www.kansasworks.com/search/warn_lookups/730
Alloway's Restaurant,"Oct 04, 2004",7,Non-WARN,,,1 - Workforce Investment Area I,,731,https://www.kansasworks.com/search/warn_lookups/731
Deluxe Corporation,"Oct 07, 2004",10,Non-WARN,,,3 - Workforce Investment Area III,,732,https://www.kansasworks.com/search/warn_lookups/732
Kaytee Products,"Oct 19, 2004",10,Non-WARN,,,1 - Workforce Investment Area I,,733,https://www.kansasworks.com/search/warn_lookups/733
Sara Lee Bakery Group,"Oct 29, 2004",47,WARN,,,1 - Workforce Investment Area I,,734,https://www.kansasworks.com/search/warn_lookups/734
Bombardier,"Nov 12, 2004",7,WARN,,,4 - Workforce Investment Area IV,,735,https://www.kansasworks.com/search/warn_lookups/735
"Bucher, Willis, & Ratcliff Corporation","Nov 12, 2004",,Non-WARN,,,1 - Workforce Investment Area I,,736,https://www.kansasworks.com/search/warn_lookups/736
CNA Insurance,"Nov 17, 2004",20,Non-WARN,,,3 - Workforce Investment Area III,,737,https://www.kansasworks.com/search/warn_lookups/737
Capgemini,"Nov 18, 2004",51,WARN,,,3 - Workforce Investment Area III,,738,https://www.kansasworks.com/search/warn_lookups/738
"CST Industries, Inc.","Dec 03, 2004",58,WARN,,,3 - Workforce Investment Area III,,739,https://www.kansasworks.com/search/warn_lookups/739
"Haldex Brakes, Inc.","Dec 01, 2004",,Non-WARN,,,5 - Workforce Investment Area V,,741,https://www.kansasworks.com/search/warn_lookups/741
Bombardier,"Oct 09, 2004",51,WARN,,,4 - Workforce Investment Area IV,,742,https://www.kansasworks.com/search/warn_lookups/742
Bombardier,"Dec 15, 2004",2,WARN,,,4 - Workforce Investment Area IV,,743,https://www.kansasworks.com/search/warn_lookups/743
Carroll's Web,"Dec 09, 2004",7,Non-WARN,,,1 - Workforce Investment Area I,,744,https://www.kansasworks.com/search/warn_lookups/744
The Alzheimer's Center of Kansas City,"Dec 27, 2004",,WARN,,,3 - Workforce Investment Area III,,745,https://www.kansasworks.com/search/warn_lookups/745
Milepost Transportation,"Dec 28, 2004",10,WARN,,,3 - Workforce Investment Area III,,746,https://www.kansasworks.com/search/warn_lookups/746
"Rhodes Grocery, Inc.","Dec 27, 2004",63,WARN,,,5 - Workforce Investment Area V,,747,https://www.kansasworks.com/search/warn_lookups/747
Berkley Risk Administrators,"Nov 16, 2004",6,Non-WARN,,,4 - Workforce Investment Area IV,,755,https://www.kansasworks.com/search/warn_lookups/755
Berkley Risk Administrators,"Nov 16, 2004",,Non-WARN,,,4 - Workforce Investment Area IV,,756,https://www.kansasworks.com/search/warn_lookups/756
Union Tank Car Co.,"Dec 03, 2004",36,WARN,,,4 - Workforce Investment Area IV,,760,https://www.kansasworks.com/search/warn_lookups/760
State Of Ks-Dept of Labor,"Oct 15, 2004",25,Non-WARN,,,2 - Workforce Investment Area II,,773,https://www.kansasworks.com/search/warn_lookups/773
Bracketts Inc,"Nov 04, 2004",,Non-WARN,,,2 - Workforce Investment Area II,,774,https://www.kansasworks.com/search/warn_lookups/774
Cargill Inc. (parent company Horizon Milling,"Jun 08, 2004",28,Non-WARN,,,4 - Workforce Investment Area IV,,791,https://www.kansasworks.com/search/warn_lookups/791
BOC Gases,"Feb 28, 2003",12,Non-WARN,,,2 - Workforce Investment Area II,,179,https://www.kansasworks.com/search/warn_lookups/179
Raytheon Aircraft,"Oct 03, 2003",15,Non-WARN,,,1 - Workforce Investment Area I,,582,https://www.kansasworks.com/search/warn_lookups/582
Northern Sun - Division of ADM,"Jan 04, 2003",11,Non-WARN,,,1 - Workforce Investment Area I,,450,https://www.kansasworks.com/search/warn_lookups/450
J.C. Penney Company,"Jan 10, 2003",329,WARN,,,3 - Workforce Investment Area III,,452,https://www.kansasworks.com/search/warn_lookups/452
Sprint,"Jan 15, 2003",,WARN,,,3 - Workforce Investment Area III,,454,https://www.kansasworks.com/search/warn_lookups/454
KMART,"Jan 12, 2003",100,WARN,,,2 - Workforce Investment Area II,,455,https://www.kansasworks.com/search/warn_lookups/455
KMART,"Jan 12, 2003",100,WARN,,,4 - Workforce Investment Area IV,,456,https://www.kansasworks.com/search/warn_lookups/456
KMART,"Jan 12, 2003",100,WARN,,,5 - Workforce Investment Area V,,457,https://www.kansasworks.com/search/warn_lookups/457
"Lovebox, Inc.","Jan 10, 2003",,Non-WARN,,,1 - Workforce Investment Area I,,458,https://www.kansasworks.com/search/warn_lookups/458
C-Hawk Construction Inc,"Jan 31, 2003",5,Non-WARN,,,4 - Workforce Investment Area IV,,461,https://www.kansasworks.com/search/warn_lookups/461
Southwestern Bell,"Jan 16, 2003",122,WARN,,,2 - Workforce Investment Area II,,462,https://www.kansasworks.com/search/warn_lookups/462
K-Mart,"Mar 01, 2003",85,WARN,,,5 - Workforce Investment Area V,,463,https://www.kansasworks.com/search/warn_lookups/463
Boeing,"Jan 20, 2003",,WARN,,,4 - Workforce Investment Area IV,,464,https://www.kansasworks.com/search/warn_lookups/464
"PCCS, Inc.","Jan 20, 2003",96,WARN,,,1 - Workforce Investment Area I,,466,https://www.kansasworks.com/search/warn_lookups/466
Great Bend Manufacturing,"Jan 14, 2003",45,Non-WARN,,,1 - Workforce Investment Area I,,467,https://www.kansasworks.com/search/warn_lookups/467
DSWK,"Jan 17, 2003",6,Non-WARN,,,1 - Workforce Investment Area I,,468,https://www.kansasworks.com/search/warn_lookups/468
Raytheon AIrcraft,"Jan 22, 2003",,Non-WARN,,,1 - Workforce Investment Area I,,469,https://www.kansasworks.com/search/warn_lookups/469
Kansas Childrens Service League,"Jan 10, 2003",,Non-WARN,,,2 - Workforce Investment Area II,,470,https://www.kansasworks.com/search/warn_lookups/470
Bombardier/Learjet,"Jan 30, 2003",8,WARN,,,4 - Workforce Investment Area IV,,473,https://www.kansasworks.com/search/warn_lookups/473
Verizon Wireless,"Feb 05, 2003",116,WARN,,,3 - Workforce Investment Area III,,474,https://www.kansasworks.com/search/warn_lookups/474
SRS,"Jan 31, 2003",15,Non-WARN,,,1 - Workforce Investment Area I,,475,https://www.kansasworks.com/search/warn_lookups/475
Everest Connections,"Feb 07, 2003",,WARN,,,3 - Workforce Investment Area III,,476,https://www.kansasworks.com/search/warn_lookups/476
