,company_name,location,notice_date,layoff_date,employees_affected,Layoff Type
969,HANEL LUMBER COMPANY DIVISION          ,Hood River                    ,1998-05-21 00:00:00,1998-07-18 00:00:00,117.0,Permanent closure
970,LYNDEN FARMS                           ,Portland                      ,1998-05-12 00:00:00,1998-07-07 00:00:00,312.0,Permanent closure
971,THE STANDARD REGISTER COMPANY          ,Roseburg                      ,1998-04-29 00:00:00,1998-06-24 00:00:00,112.0,Permanent closure
972,J.C. PENNEY STORE LLOYD CENTER         ,Portland                      ,1998-04-24 00:00:00,1998-06-30 00:00:00,30.0,Permanent closure
973,VERTEQ                                 ,Corvallis                     ,1998-04-23 00:00:00,1998-05-05 00:00:00,100.0,Permanent closure
974,FUJITSU COMPUTER PRODUCTS OF AMERICA IN,Hillsboro,1998-03-26 00:00:00,1998-04-09 00:00:00,70.0,Large Layoff - 10 or more workers
975,AMARON CONCRETE AND STEEL,"Portland, O ",1998-02-15 00:00:00,1998-04-01 00:00:00,60.0,Permanent closure
976,TETRA AND AIR SOLE PRODUCTION          ,,1998-02-28 00:00:00,1998-02-26 00:00:00,1500.0,Large Layoff - 10 or more workers
977,SPALDING & SON INC.                    ,Grants Pass                   ,1998-06-09 00:00:00,1998-08-07 00:00:00,154.0,Permanent closure
978,GLENBROOK NICKEL COMPANY               ,Riddle                        ,1998-01-29 00:00:00,1998-03-30 00:00:00,305.0,Permanent closure
979,WEYERHAEUSER WOOD PRODUCTS,North Bend,1998-01-13 00:00:00,1998-01-13 00:00:00,345.0,Permanent closure
980,EUGENE F. BURRILL LUMBER CO.           ,White City                    ,1997-12-04 00:00:00,1998-01-31 00:00:00,120.0,Reduction
981,METROPOLITAN PUBLIC DEFENDER SERVICES  ,,1997-11-18 00:00:00,1998-01-01 00:00:00,138.0,Permanent closure
982,PACIFIC HERITAGE ASSURANCE COMPANY     ,Portland                      ,1997-11-05 00:00:00,1997-12-31 00:00:00,112.0,Permanent closure
983,LANE PLYWOOD INC.                      ,Eugene                        ,1997-09-22 00:00:00,1997-12-03 00:00:00,225.0,Permanent closure
984,ARROW TRANSPORTATION                   ,Portland                      ,1997-09-05 00:00:00,1997-10-09 00:00:00,267.0,Permanent closure
985,LANE SHELTER CARE                      ,Eugene                        ,1997-04-30 00:00:00,1899-12-29 00:00:00,16.0,Large Layoff - 10 or more workers
986,NORTHWEST AGRICULTURAL COOPERATIVE     ,Ontario                       ,1997-06-09 00:00:00,1997-08-06 00:00:00,138.0,Permanent closure
987,ESTEY CORPORATION                      ,Portland                      ,1997-06-04 00:00:00,1997-08-01 00:00:00,140.0,Large Layoff - 10 or more workers
988,ALTHIN MEDICAL INC.                    ,Portland                      ,1997-04-22 00:00:00,1997-07-30 00:00:00,180.0,Permanent closure
989,OREGON COMMUNITY SUPPORT               ,Springfield                   ,1997-02-28 00:00:00,1997-05-01 00:00:00,180.0,Reduction
990,TECTON LAMINATES CORPORATION           ,Hines                         ,1997-01-22 00:00:00,1997-02-15 00:00:00,200.0,Reduction
991,AETNA LIFE INSURANCE COMPANY,Portland,1997-05-12 00:00:00,1997-07-11 00:00:00,107.0,Permanent closure
992,US WEST INC.                           ,Portland                      ,1996-09-25 00:00:00,1996-11-20 00:00:00,145.0,Permanent closure
993,THRIFTY- PAYLESS                       ,Wilsonville                   ,1996-10-15 00:00:00,1997-02-12 00:00:00,670.0,Permanent closure
994,ASTORIA SEA PRODUCTS                   ,Astoria                       ,1996-12-26 00:00:00,1997-02-28 00:00:00,123.0,Permanent closure
995,MEDITE CORPORATION                     ,MEDFORD                       ,1996-10-09 00:00:00,1899-12-29 00:00:00,363.0,Reduction
996,HEWLETT-PACKARD COMPANY                ,McMinnville                   ,1996-12-03 00:00:00,1997-02-28 00:00:00,152.0,Permanent closure
997,US WEST                                ,Portland                      ,1996-09-27 00:00:00,1996-09-25 00:00:00,124.0,Permanent closure
998,UNITED GROCERS MEDFORD DIVISION        ,Medford                       ,1996-07-10 00:00:00,1998-01-31 00:00:00,150.0,Permanent closure
999,SIMPSON PAPER COMPANY                  ,West Linn                     ,1996-07-24 00:00:00,1996-09-22 00:00:00,385.0,Permanent closure
1000,CROWN PACIFIC                          ,Redmond                       ,1996-07-15 00:00:00,1996-09-10 00:00:00,213.0,Permanent closure
1001,REDMOND PLYWOOD                        ,,1996-07-11 00:00:00,1996-09-10 00:00:00,241.0,Permanent closure
1002,ARMOUR SWIFT ECKRICH                   ,Portland                      ,1996-05-16 00:00:00,1996-07-18 00:00:00,153.0,Permanent closure
1003,FENDER MUSICAL INSTRUMENTS             ,Lake Oswego                   ,1996-05-09 00:00:00,1996-09-27 00:00:00,112.0,Permanent closure
1004,PIERCE PACIFIC MANUFACTURING INC.      ,Tigard                        ,1996-03-29 00:00:00,1996-05-27 00:00:00,134.0,Large Layoff - 10 or more workers
1005,LOUISIANA PACIFIC CORPORATION          ,Pilot Rock                    ,1996-03-21 00:00:00,1996-05-20 00:00:00,130.0,Permanent closure
1006,ELLINGSON LUMBER COMPANY               ,Baker City                    ,1996-03-18 00:00:00,1995-11-17 00:00:00,139.0,Permanent closure
1007,KEY SERVICES CORPORATION               ,Tigard                        ,1996-03-14 00:00:00,1996-05-17 00:00:00,93.0,Large Layoff - 10 or more workers
1008,INTERNATIONAL PAPER                    ,Veneta                        ,1996-03-12 00:00:00,1996-03-31 00:00:00,123.0,Permanent closure
1009,FREIGHTLINER CORPORATION               ,Portland                      ,1996-03-04 00:00:00,1996-05-06 00:00:00,666.0,Large Layoff - 10 or more workers
1010,BESS KAISER MEDICAL CENTER             ,Portland                      ,1996-02-05 00:00:00,1996-03-31 00:00:00,1000.0,Permanent closure
1011,WEYERHAEUSER                           ,Klamath Falls                 ,1995-12-18 00:00:00,1996-02-15 00:00:00,715.0,Reduction
1012,JAMES RIVER CORPORATION,Portland,1995-11-09 00:00:00,1996-01-06 00:00:00,210.0,Large Layoff - 10 or more workers
1013,ELLINGSON LUMBER CO,Baker City,1995-11-06 00:00:00,1995-11-17 00:00:00,139.0,Permanent closure
1014,"METROPOLITAN PUBLIC DEFENDER SERVICES, ",Portland,1995-11-06 00:00:00,1996-01-01 00:00:00,159.0,Large Layoff - 10 or more workers
1015,"AMERICAN HARDWOODS, INC.               ",Tualatin                      ,1995-10-19 00:00:00,1995-12-16 00:00:00,166.0,Permanent closure
1016,"PECO MANUFACTURING CO., INC            ",Portland                      ,1995-10-13 00:00:00,1995-12-13 00:00:00,153.0,Large Layoff - 10 or more workers
1017,RISBERG TRUCK LINE                     ,Portland                      ,1995-06-16 00:00:00,1995-06-09 00:00:00,130.0,Permanent closure
1018,KMART #7219                            ,Grants Pass                   ,1995-06-09 00:00:00,1995-08-08 00:00:00,63.0,Permanent closure
1019,CROWN PACIFIC                          ,Redmond                       ,1995-05-24 00:00:00,1995-07-21 00:00:00,214.0,Large Layoff - 10 or more workers
1020,LAERDAL MANUFACTURING CORPORATION      ,Tualatin                      ,1995-05-16 00:00:00,1995-07-14 00:00:00,62.0,Permanent closure
1021,CEDARAPIDS A RAYTHEON COMPANY          ,Eugene                        ,1995-05-05 00:00:00,1995-07-08 00:00:00,302.0,Permanent closure
1022,CH2M HILL                              ,Corvallis                     ,1995-05-04 00:00:00,1995-07-14 00:00:00,158.0,Permanent closure
1023,RFD PUBLICATIONS                       ,Wilsonville                   ,1995-05-01 00:00:00,1995-04-21 00:00:00,100.0,Permanent closure
1024,BLUE BELL SNACK FOODS INC              ,Portland                      ,1995-04-13 00:00:00,1995-06-10 00:00:00,269.0,Permanent closure
1025,MODOC LUMBER COMPANY                   ,Klamath Falls                 ,1995-03-07 00:00:00,1995-05-01 00:00:00,169.0,Permanent closure
1026,JOHN HANCOCK MUTUAL LIFE INSURANCE COMP,PORTLAND OR  97205,1995-02-21 00:00:00,1995-04-14 00:00:00,52.0,Permanent closure
1027,GTE MOBILNET                           ,Portland                      ,1995-02-07 00:00:00,1995-05-05 00:00:00,190.0,Large Layoff - 10 or more workers
1028,WILLAMETTE INDUSTRIES COBURG TRUCKING  ,Eugene                        ,1995-01-11 00:00:00,1995-03-17 00:00:00,27.0,Permanent closure
1029,"SNOW MOUNTAIN PINE, LTD.               ",Hines                         ,1994-12-13 00:00:00,1995-03-31 00:00:00,182.0,Reduction
1030,HOME BASE WAREHOUSE #71                ,Eugene                        ,1994-11-22 00:00:00,1995-01-16 00:00:00,79.0,Permanent closure
1031,CHEF FRANCISCO                         ,Eugene                        ,1994-11-14 00:00:00,1995-05-03 00:00:00,215.0,Permanent closure
1032,AERO DDL,Beaverton,1991-10-31 00:00:00,1994-12-29 00:00:00,131.0,Large Layoff - 10 or more workers
1033,"RR DONNELLEY NORWEST, INC.             ",Portland                      ,1994-10-31 00:00:00,1995-01-01 00:00:00,124.0,Permanent closure
1034,US WEST COMMUNICATIONS                 ,"Denver, CO",1994-10-04 00:00:00,1994-12-02 00:00:00,577.0,Large Layoff - 10 or more workers
1035,STONE FOREST INDUSTRIES                ,SPRINGFIELD                   ,1994-09-27 00:00:00,1994-09-28 00:00:00,317.0,Permanent closure
1036,KMART                                  ,McMinnville                   ,1994-09-16 00:00:00,1994-12-26 00:00:00,53.0,Permanent closure
1037,WAGNERS SUPERMARKET PINEBROOK PLAZA    ,Bend                          ,1994-09-06 00:00:00,1994-11-06 00:00:00,315.0,Permanent closure
1038,"PIERCE PACIFIC MFG, INC.               ",Tigard                        ,1994-10-11 00:00:00,1994-10-10 00:00:00,95.0,Large Layoff - 10 or more workers
1039,WILLAMETTE INDUSTRIES SWEET HOME PLYWOO,ALBANY                        ,1994-10-10 00:00:00,1994-10-28 00:00:00,160.0,Permanent closure
1040,CA ONE SERVICES                        ,Portland                      ,1994-08-02 00:00:00,1994-09-30 00:00:00,202.0,Permanent closure
1041,MERCO PRODUCTS INC                     ,Eugene                        ,1994-06-29 00:00:00,1994-12-31 00:00:00,78.0,Permanent closure
1042,"JOHNSON CONTROLS, INC. BATTERY GROUP   ",Canby                         ,1994-06-08 00:00:00,1994-08-05 00:00:00,54.0,Permanent closure
1043,MORGAN MANUFACTURING                   ,SPRINGFIELD                   ,1994-05-25 00:00:00,1994-07-22 00:00:00,159.0,Permanent closure
1044,NORM THOMPSON                          ,PORTLAND                      ,1994-05-20 00:00:00,1994-07-18 00:00:00,108.0,Permanent closure
1045,HANNAH ANDERSSON                       ,Portland                      ,1994-04-01 00:00:00,1994-07-01 00:00:00,50.0,Permanent closure
1046,TEKTRONIX                              ,Beaverton                     ,1994-03-22 00:00:00,1899-12-29 00:00:00,60.0,Large Layoff - 10 or more workers
1047,TIMBER & WOOD PRODUCTS SAWMILL,Joseph,1994-03-21 00:00:00,1994-05-27 00:00:00,52.0,Permanent closure
1048,GUIDANCE AND CONTROL SYSTEMS           ,GRANTS PASS                   ,1994-02-25 00:00:00,1994-04-29 00:00:00,69.0,Permanent closure
1049,THE STOLLE CORPORATION                 ,PHOENIX                       ,1993-12-17 00:00:00,1994-02-15 00:00:00,71.0,Permanent closure
1050,FRERES LUMBER COMPANY INC.,Lyons,1993-12-01 00:00:00,1993-12-30 00:00:00,55.0,Permanent closure
1051,"CADRE TECHNOLOGIES, INC.",Beaverton,1993-11-24 00:00:00,1994-01-28 00:00:00,50.0,Permanent closure
1052,"PACE MEMBERSHIP WAREHOUSE, INC.",SALEM,1993-11-16 00:00:00,1994-01-01 00:00:00,106.0,Permanent closure
1053,"PIERCE PACIFIC MANUFACTURING, INC.",TUALATIN,1993-11-15 00:00:00,1993-12-30 00:00:00,44.0,Reduction
1054,CROWN PACIFIC,Portland,1993-11-10 00:00:00,1994-01-10 00:00:00,141.0,Permanent closure
1055,METROPOLITAN PUBLIC DEFENDER SERVICE   ,Portland                      ,1993-11-03 00:00:00,1993-01-01 00:00:00,148.0,Reduction
1056,UNITED AIRLINES                        ,PORTLAND                      ,1993-10-28 00:00:00,1993-12-30 00:00:00,63.0,Reduction
1057,WEYERHAEUSER                           ,COTTAGE GROVE                 ,1993-10-19 00:00:00,1994-01-06 00:00:00,70.0,Reduction
1058,COMMUNITY PSYCHIATRIC CENTER - CEDAR HI,Portland                      ,1993-08-09 00:00:00,1993-10-05 00:00:00,55.0,Reduction
1059,FOURPLY PLYWOOD MANUFACTURING          ,Grants Pass                   ,1993-06-28 00:00:00,1993-08-27 00:00:00,134.0,Permanent closure
1060,"NERCO, INC.                            ","Portland,                     ",1993-06-14 00:00:00,1993-08-16 00:00:00,140.0,Large Layoff - 10 or more workers
1061,GLENBROOK NICKEL COMPANY               ,Riddle                        ,1993-05-25 00:00:00,1993-07-31 00:00:00,262.0,Large Layoff - 10 or more workers
1062,SUNLINE                                ,Lake Oswego                   ,1993-04-16 00:00:00,1993-06-11 00:00:00,107.0,Permanent closure
1063,"TEKTRONIX, INC./BEAVERTON              ",Beaverton                     ,1993-03-26 00:00:00,1899-12-29 00:00:00,150.0,Large Layoff - 10 or more workers
1064,LSBO/TBO/SSBO/CROSSWHITE ANNEX         ,Portland & Clackamas          ,1993-01-19 00:00:00,1993-03-31 00:00:00,400.0,Large Layoff - 10 or more workers
1065,"TEKTRONIX, INC.                        ",,1993-01-15 00:00:00,1993-02-01 00:00:00,100.0,Large Layoff - 10 or more workers
1066,PORTLAND GENERAL ELECTRIC              ,Rainer                        ,1994-02-03 00:00:00,1994-01-28 00:00:00,6.0,Reduction
1067,NORTHWEST AGRICULTURAL COOPERATIVE ASSO,Ontario                       ,1992-12-14 00:00:00,1993-02-08 00:00:00,156.0,Permanent closure
1068,PRECISION CASTPARTS CORPORATION        ,Portland                      ,1992-11-12 00:00:00,1992-03-31 00:00:00,500.0,Large Layoff - 10 or more workers
1069,WEST COAST GROCERY                     ,Salem                         ,1992-11-02 00:00:00,1993-01-15 00:00:00,350.0,Reduction
1070,MEDFORD CORPORATION                    ,Medford                       ,1992-10-19 00:00:00,1992-12-18 00:00:00,260.0,Permanent closure
1071,WILLAMETTE INDUSTRIES - COBURG VENEER P,Coburg                        ,1992-09-28 00:00:00,1992-12-18 00:00:00,224.0,Permanent closure
1072,NW AGRICULTURAL COOPERATIVE            ,Ontario                       ,1992-09-23 00:00:00,1992-11-25 00:00:00,195.0,Permanent closure
1073,NORTH WEST MARINE                      ,Portland                      ,1992-09-10 00:00:00,1992-11-09 00:00:00,400.0,Permanent closure
1074,WEYERHAEUSER'S LAMINATED BEAM BUSINESS ,"Cottage Grove,                ",1992-07-20 00:00:00,1992-09-20 00:00:00,165.0,Permanent closure
1075,SEARS                                  ,"Tigard,                       ",1992-07-01 00:00:00,1992-09-04 00:00:00,117.0,Permanent closure
1076,"MAYWOOD, INC.                          ","Klamath Falls,                ",1992-06-25 00:00:00,1992-09-25 00:00:00,107.0,Permanent closure
1077,CHAMPION INTERNATIONAL CORP/PLYWOOD MAN,Roseburg                      ,1992-06-03 00:00:00,1992-08-02 00:00:00,260.0,Permanent closure
1078,DAW FOREST PRODUCTS COMPANY - BEND DIVI,BEND                          ,1992-03-30 00:00:00,1992-05-31 00:00:00,102.0,Large Layoff - 10 or more workers
1079,WEYERHAEUSER FOREST PRODUCTS COMPANY   ,KLAMATH FALLS                 ,1992-03-23 00:00:00,1992-05-29 00:00:00,351.0,Permanent closure
1080,PINE PRODUCTS CORPORATION              ,PRINEVILLE                    ,1992-02-19 00:00:00,1992-04-20 00:00:00,102.0,Permanent closure
1081,"FONE AMERICA, INC                      ",PORTLAND                      ,1992-02-13 00:00:00,1992-04-13 00:00:00,91.0,Large Layoff - 10 or more workers
1082,DIAMOND-B LUMBER COMPANY               ,PHILOMATH                     ,1992-01-24 00:00:00,1992-03-22 00:00:00,132.0,Permanent closure
1083,MULTNOMAH PLYWOOD CORPORATION          ,ST. HELENS                    ,1991-12-20 00:00:00,1991-12-20 00:00:00,79.0,Large Layoff - 10 or more workers
1084,FPS COMPUTING                          ,BEAVERTON                     ,1991-11-15 00:00:00,1991-11-09 00:00:00,125.0,Permanent closure
1085,"METROPOLITAN PUBLIC DEFENDER SERVICES, ",PORTLAND                      ,1992-01-13 00:00:00,1992-02-29 00:00:00,141.0,Permanent closure
1086,Warm Springs Forest Products Industries,Warm Springs,2008-02-28 00:00:00,2008-04-29 00:00:00,57.0,Large Layoff - 10 or more workers
1087,"BOHEMIA, INC.-ELKSIDE SAWMILL, GARDINER",GARDINER                      ,1991-10-30 00:00:00,1992-01-12 00:00:00,294.0,Permanent closure
1088,"GREGORY FOREST PRODUCTS, INC           ",GLENDALE                      ,1991-09-17 00:00:00,1991-11-19 00:00:00,351.0,Permanent closure
1089,BOHEMIA INC.                           ,DRAIN                         ,1991-09-10 00:00:00,1991-11-11 00:00:00,181.0,Permanent closure
1090,JLFOODS                                ,EUGENE                        ,1991-08-28 00:00:00,1991-09-16 00:00:00,118.0,Large Layoff - 10 or more workers
1091,CHAMPION PLYWOOD OPERATION             ,ROSEBURG                      ,1991-08-15 00:00:00,1991-08-31 00:00:00,100.0,Large Layoff - 10 or more workers
1092,JOHN DAY OPERATION                     ,JOHN DAY                      ,1991-08-13 00:00:00,1991-10-15 00:00:00,100.0,Permanent closure
1093,"FABRICLAND, INC. WAREHOUSE             ",PORTLAND                      ,1991-07-29 00:00:00,1991-09-30 00:00:00,165.0,Permanent closure
1094,REYNOLDS METALS COMPANY                ,TROUTDALE                     ,1991-09-30 00:00:00,1991-12-14 00:00:00,800.0,Large Layoff - 10 or more workers
1095,GILCRIST TIMBER COMPANY                ,GILCRIST                      ,1991-05-30 00:00:00,1991-07-31 00:00:00,170.0,Permanent closure
1096,"MURPHY CO, SUTHERLIN                   ",SUTHERLIN                     ,1991-05-31 00:00:00,1991-08-02 00:00:00,140.0,Permanent closure
1097,"ROSEBURG FOREST PRODUCTS, SAWMILL #2",ROSEBURG,1991-05-14 00:00:00,1991-09-15 00:00:00,121.0,Permanent closure
1098,"WILLAMETTE INDUSTRIES, INC.            ",LEBANON                       ,1991-05-29 00:00:00,1991-07-26 00:00:00,124.0,Permanent closure
1099,"WEYERHAEUSER, IN SPRINGFIELD           ",SPRINGFIELD                   ,1991-05-06 00:00:00,1991-06-28 00:00:00,270.0,Permanent closure
1100,CODE-A-PHONE                           ,CLACKAMAS                     ,1991-03-12 00:00:00,1991-05-08 00:00:00,69.0,Large Layoff - 10 or more workers
1101,AUTOMOTIVE AND APPLIANCE CONTROLS DIV. ,BEAVERTON                     ,1991-01-16 00:00:00,1991-06-30 00:00:00,130.0,Permanent closure
1102,MOUNTAIN FIR LUMBER COMPANY INC.       ,SALEM                         ,1991-02-11 00:00:00,1991-04-15 00:00:00,60.0,Permanent closure
1103,TEKTRONIX                              ,BEAVERTON                     ,1991-02-01 00:00:00,1991-03-31 00:00:00,210.0,Large Layoff - 10 or more workers
1104,MIDWAY FOREST PRODUCTS                 ,CORVALLIS                     ,1991-01-25 00:00:00,1991-04-30 00:00:00,50.0,Large Layoff - 10 or more workers
1105,BEAVERTON (SERVIO CORPORATION)         ,BEAVERTON                     ,1991-01-17 00:00:00,1991-03-12 00:00:00,34.0,Large Layoff - 10 or more workers
1106,NORTH SANTIAM PLYWOOD COMPANY          ,MILL CITY                     ,1991-01-18 00:00:00,1991-03-09 00:00:00,175.0,Permanent closure
1107,TAYLOR LUMBER AND TREATING INC.        ,Beaverton                     ,1991-01-09 00:00:00,1991-03-01 00:00:00,80.0,Permanent closure
1108,FREDERICK & NELSON                     ,TIGARD                        ,1991-01-11 00:00:00,1991-03-13 00:00:00,143.0,Permanent closure
1109,CRATER LAKE LUMBER CO.                 ,CHILOQUIN OR. 97624,1990-12-07 00:00:00,1990-09-01 00:00:00,166.0,Large Layoff - 10 or more workers
1110,TEKTRONIX                              ,Beaverton                     ,1990-10-11 00:00:00,1990-12-11 00:00:00,175.0,Permanent closure
1111,JAMES RIVER CORPORATION                ,West Linn                     ,1990-09-17 00:00:00,1990-11-16 00:00:00,49.0,Permanent closure
1112,"PIERCE PACIFIC MANUFACTURING, INC.     ",Tualatin                      ,1990-09-04 00:00:00,1991-08-23 00:00:00,73.0,Large Layoff - 10 or more workers
1113,GEORGIA-PACIFIC CORPORATION            ,Eugene                        ,1990-08-31 00:00:00,1990-09-04 00:00:00,340.0,Permanent closure
1114,WEYERHAEUSER                           ,Springfield                   ,1990-08-28 00:00:00,1990-09-10 00:00:00,290.0,Large Layoff - 10 or more workers
1115,FUTURE LOGGING COMPANY                 ,"Springfield,                  ",1990-08-15 00:00:00,1990-10-03 00:00:00,92.0,Permanent closure
1116,EVANITE FIBER CORPORATION (#2)         ,Corvallis                     ,1990-07-11 00:00:00,1990-09-07 00:00:00,88.0,Large Layoff - 10 or more workers
1117,ROSEBURG FOREST PRODUCTS,Roseburg,1990-10-25 00:00:00,1990-12-20 00:00:00,58.0,Large Layoff - 10 or more workers
1118,ST. HELEN'S HOSPITAL & HEALTH CENTER   ,St. Helens                    ,1990-06-20 00:00:00,1990-08-07 00:00:00,149.0,Permanent closure
1119,"FOURPLY, INC.                          ",Grants Pass                   ,1990-06-13 00:00:00,1990-08-12 00:00:00,205.0,Permanent closure
1120,MEDFORD CORPORATION                    ,Medford                       ,1990-05-31 00:00:00,1990-07-29 00:00:00,80.0,Large Layoff - 10 or more workers
1121,"NAPCO SCIENTIFIC, INC.                 ","City of Tualatin,  R",1990-09-07 00:00:00,1990-11-06 00:00:00,61.0,Permanent closure
1122,KOGAP MANUFACTURING COMPANY            ,Medford                       ,1990-04-03 00:00:00,1990-06-02 00:00:00,70.0,Large Layoff - 10 or more workers
1123,STANLEY-PROTO INDUSTRIAL TOOLS         ,Portland                      ,1989-11-20 00:00:00,1990-06-30 00:00:00,241.0,Permanent closure
1124,AMERICAN NATIONAL CAN,Salem,1989-05-10 00:00:00,1989-09-15 00:00:00,42.0,Permanent closure
1125,"MACK TRUCKS, INC.",Portland,1989-03-02 00:00:00,1989-05-01 00:00:00,50.0,Permanent closure
1126,JAMES RIVER CORPORATION,Halsey,1989-03-01 00:00:00,1989-05-01 00:00:00,147.0,Large Layoff - 10 or more workers
1127,MIDWAY VENEER PLANT (WILLAMETTE INDUSTR,Albany,1988-11-28 00:00:00,1989-02-03 00:00:00,50.0,Large Layoff - 10 or more workers
1128,FOURPLY INC                            ,GRANTS PASS                   ,1993-09-07 00:00:00,1993-10-08 00:00:00,67.0,Permanent closure
1129,SMITH'S HOME FURNISHINGS,Wilsonville,1995-08-28 00:00:00,,,Permanent closure
1130,"METROPOLITAN PUBLIC DEFENDER SERVICES, ",Portland                      ,1994-01-05 00:00:00,,,Permanent closure
1131,"STANLEY SMITH SECURITY, INC            ","Portland,                     ",1993-02-08 00:00:00,,,Large Layoff - 10 or more workers
1132,CLEAR PINE MOULDINGS                   ,Prineville                    ,1993-04-21 00:00:00,,,Permanent closure
1133,MOORE BUSINESS FORMS & SYSTEMS DIVISION,Salem                         ,1993-05-14 00:00:00,,,Permanent closure
1134,KINZUA CORPORATION                     ,Heppner                       ,1994-03-07 00:00:00,,,Permanent closure
1135,Burley Design LLC,Eugene,2008-03-14 00:00:00,,,Permanent closure
1136,"Integrated Device Technology, Inc. (IDT",Hillsboro,2011-11-18 00:00:00,,,Permanent closure
1137,Fashion Tech Window Coverings,Portland,2012-10-26 00:00:00,,,Permanent closure
1138,C & D Technologies,"Mansfield, MA",2006-10-30 00:00:00,,,Permanent closure
1139,Boise Cascade - LaGrande,LaGrande,2009-05-01 00:00:00,,,Permanent closure
1140,"Only One Dollar Store, DBA","Boise, ID",2007-02-16 00:00:00,,,Permanent closure
1141,Cosmo Stores Services,"Orange, CA",2007-03-23 00:00:00,,,Permanent closure
1142,"First Student, Inc.","Cincinnati, OH",2004-04-26 00:00:00,,,Permanent closure
1143,Actuant (Kwikee Products),"Mishawaka, IN",2007-07-16 00:00:00,,,Permanent closure
1144,SULZER                                 ,                              ,2003-04-29 00:00:00,,,Reduction
1145,FARMERS COOP CREAMERY                  ,                              ,2003-09-04 00:00:00,,,Reduction
1146,AMALGAMATED SUGAR,,2005-01-19 00:00:00,,,Reduction
1147,LEGACY HEALTH SYSTEM                   ,PORTLAND                      ,2005-06-16 00:00:00,,,Reduction
1148,PacifiCorp - Multnomah County,Portland,2006-11-20 00:00:00,,,Large Layoff - 10 or more workers
1149,"Albertsons, Inc.","Boise, ID",2006-07-24 00:00:00,,,Permanent closure
1150,"WILLAMETTE INDUSTRIES, INC             ",ALBANY                        ,2001-10-18 00:00:00,,,Reduction
1151,LINNTON PLYWOOD ASSOCIATION            ,                              ,2001-10-22 00:00:00,,,Reduction
1152,RAINSWEET FRUITS & VEGETABLES          ,SALEM                         ,2001-10-30 00:00:00,,,Reduction
1153,AUSTIN POWDER CO.                      ,                              ,2003-01-29 00:00:00,,,Reduction
1154,"STARWOOD HOTELS & RESORTS WORLDWIDE, IN","SEATTLE, WA",2003-03-20 00:00:00,,,Reduction
1155,TSA SECURITY SCREENERS                 ,                              ,2003-05-05 00:00:00,,,Reduction
1156,"HANEL LUMBER COMPANY, INC.             ",Hood River                    ,1995-04-05 00:00:00,,,Reduction
1157,WEYERHAEUSER-NORTH BEND                ,North Bend                    ,1995-04-11 00:00:00,,,Permanent closure
1158,EUGENE F. BURRILL LUMBER COMPANY       ,Medford                       ,1995-06-06 00:00:00,,,Permanent closure
1159,NORTH SANTIAM PLYWOOD COMPANY          ,Mill City                     ,1997-05-30 00:00:00,,,Permanent closure
1160,NATIONAL INDUSTRIAL SERVICES INCORP    ,"ST LOUIS, MO",2001-02-06 00:00:00,,,Reduction
1161,"SKY CHEFS, INC                         ","ARLINGTON, TX",2001-10-08 00:00:00,,,Reduction
