,company_name,location,notice_date,layoff_date,employees_affected,Type
0,Price Rite,"3104 Queens Chapel Rd Chillum, MD 20782",1/5/2023,2/28/2023,40,Plant Closure
1,Macy's,"710 Russell Avenue Ste 5 Gaithersburg, MD 20877",1/5/2023,3/18/2023,111,Plant Closure
2,"AptarGroup, Inc.","1450 S. Rolling Road Halethorpe, MD 21227",1/26/2023,3/27/2023,19,Plant Closure
3,"The Joseph A. Bank Mfg. Co., Inc.","500 Hanover Pike Hampstead, MD 21074",1/31/2023,4/4/2023,51,Plant Closure
4,"American Medical Response, Mid-Atlantic Inc.","1900 Landsdowne Road Halethorpe, MD 21227",2/1/2023,3/27/2023,90,Plant Closure
5,EagleBank,"6010 Executive Boulevard Rockville, MD 20852",2/15/2023,4/7/2023,36,Mass Layoff
6,"Skyworks Solutions, Inc.","5520 Adamstown Road Adamstown, MD 21710",2/16/2023,4/17/2023,129,Plant Closure
7,Continuum Global Solutions,"10701 New Georges Creek Road SW Suite 16 Frostburg, MD 21532",2/17/2023,4/18/2023,51,Mass Layoff - No Recall
8,Hunter Douglas,"1 Hunter Douglas Dr. SE Cumberland, MD 21502",2/22/2023,2/13/2023,60,Mass Layoff - No Recall
9,Continuum Global Solutions,"10701 New Georges Creek Rd SW Suite 16 Frostburg, MD 21532",2/24/2023,4/24/2023,51,Mass Layoff - No Recall
10,Sikorsky (a Lockheed Martin Company),"47765 Ranch Road HGR 101 Patuxent River, MD 20670",2/28/2023,4/27/2023,176,Mass Layoff - No Recall
11,Hunter Douglas,"1 Hunter Douglas Dr. SE Cumberland, MD 21502",3/8/2023,7/28/2023,361,Plant Closure
12,"Adaptive Phage Therapeutics, Inc.","708 Quince Orchard Road Suite 205 Gaithersburg, MD 20878",3/10/2023,5/9/2023,22,Mass Layoff - No Recall
13,Target,"7501 Baltimore Avenue STE1 Store T3211 College Park, MD 20740",3/14/2023,5/13/2023,51,Plant Closure
14,Whole Foods Market Mid-Atlantic Seafood Facility,"1521 Cabin Branch Drive Landover, MD 20785",3/21/2023,5/20/2023,65,Plant Closure
15,Honeywell Intelligrated,"10331 S. Dolfield Road Owings Mills, MD 21117",3/29/2023,5/21/2023,18,Plant Closure
16,Nutramax Laboratories,"2208 Lakeside Blvd. Edgewood, MD 21040",3/29/2023,6/30/2023,43,Plant Closure
17,"Diageo North America, Inc.","5001 Washington Blvd. Relay, MD 21227",3/31/2023,6/9/2023,108,Plant Closure
18,CDF Corporation,"3701 Southwestern Blvd Baltimore, MD 21229",4/4/2023,6/30/2023,22,Plant Closure
19,"HMR of Maryland, LLC Charlotte Hall Veterans Home","29449 Charlotte Hall Rd. Charlotte Hall, MD 20622",4/11/2023,6/6/2023,233,Mass Layoff - No Recall
20,WestRock,"725 Pittman Road Curtis Bay, MD 21226",4/25/2023,7/3/2023,75,Plant Closure
21,"Bacchus Importers, LLC","1817 Portal Street Baltimore, Md 21224",4/27/2023,6/30/2023,73,Plant Closure
22,Shoppers,"1955 East Joppa Road Parkville, MD 21234",5/1/2023,7/15/2023,49,Plant Closure
23,"Triple Canopy, Inc.","1315 East West Highway Silver Spring, MD 20910",5/4/2023,5/31/2023,55,Mass Layoff - No Recall
24,"Bindagraphics, Inc.","2701 Wilmarco Avenue Baltimore, MD 21223",5/10/2023,7/9/2023,60,Plant Closure
25,Heartland Pharmacy of Maryland,"9070 Junction Drive, Suite E Annapolis Junction, MD 20701",5/12/2023,7/14/2023,40,Plant Closure
26,General Dynamics Information Technology,"6555 Rock Spring Drive Bethesda, MD 20817",5/22/2023,7/21/2023,60,Mass Layoff - No Recall
27,Flying Dog Brewery,"4607 Wedgewood Boulevard Frederick, MD 21703",5/24/2023,8/5/2023,63,Mass Layoff - No Recall
28,"Quantem Aviation Services (QAS), LLC","1007 Air Cargo Drive Baltimore, MD 21240",5/24/2023,7/16/2023,55,Mass Layoff - No Recall
29,Webb Mason Commercial,"10820 Gilroy Road Hunt Valley, MD 21031",6/1/2023,7/31/2023,21,Mass Layoff - No Recall
30,Monte Nido & Associates,"3100 Roxbury Mills Rd Glenwood, Maryland 21738",6/5/2023,6/30/2023,31,Plant Closure
31,"Ingram Entertainment, Inc.","8779 Greenwood Place Savage, MD 20763",6/6/2023,8/18/2023,14,Plant Closure
32,Watermark Retirement Communities,"55 W. Gude Drive Rockville, MD 20850",6/12/2023,8/8/2023,117,Mass Layoff - No Recall
33,"Sodexo, Inc and Affiliates","ProMedica Ruxton 7001 N Charles Street Towson, MD 21204",6/13/2023,8/8/2023,16,Plant Closure
34,"Sodexo, Inc and Affiliates","ProMedica Chevy Chase 8700 Jones Mill Rd Chevy Chase, MD 20815",6/13/2023,8/8/2023,17,Plant Closure
35,"Sodexo, Inc and Affiliates","ProMedica Silver Spring 2501 Musgrove Rd Silver Spring, MD 20904",6/13/2023,8/8/2023,14,Plant Closure
36,"Ellume USA, LLC","4930 Executive Court Frederick, MD 21703",6/16/2023,7/3/2023,37,Mass Layoff
37,"Medifast, Inc.","601 Sunrise Avenue Ridgely, MD 21660",6/20/2023,8/13/2023,83,Mass Layoff
38,EchoPark Automotive,"6001 Reisterstown Road Baltimore, MD 21215",6/20/2023,8/21/2023,34,Plant Closure
39,EchoPark Automotive,"8751 Freestate Drive Suite 100 Laurel, MD 20723",6/20/2023,8/21/2023,17,Plant Closure
40,"Ventech Solutions, Inc.","21 Governors Court Suite 250 Windsor Mill, MD 21244",7/12/2023,9/15/2023,168,Mass Layoff - No Recall
41,Autumn Lake Healthcare at South Haven,"2700 South Haven Road Annapolis, MD 21401",7/17/2023,7/7/2023,92,Plant Closure
42,"Ventra Health, Inc.","5100 Buckeystown Pike Suite 250 Frederick, MD 21704",7/19/2023,10/9/2023,34,Mass Layoff
43,General Dynamics Information Technology,"1430 Veterans Drive Frederick, MD 21702",8/1/2023,"09/29/23, 11/30/2023","9, 50",Mass Layoff - No Recall
44,"YRC, Inc. d/b/a YRC Freight","6311 East Lombard St. Baltimore, MD 21224",8/1/2023,7/30/2023,64,Plant Closure
45,"YRC, Inc. d/b/a YRC Freight","311 East Oak Ridge Dr. Hagerstown, MD 21740",8/1/2023,7/30/2023,98,Plant Closure
46,"YRC, Inc. d/b/a New Penn Motor Express, LLC","6351 S. Hanover St. Elkridge, MD 21075",8/1/2023,7/30/2023,42,Plant Closure
47,"YRC, Inc. d/b/a YRC Freight","7600 Preston Dr. Landover, MD 20785",8/1/2023,7/30/2023,27,Plant Closure
48,"Emergent Biosolutions, Inc.","5901 E. Lombard St. Baltimore, MD 21224",8/8/2023,10/7/2023,211,Mass Layoff - No Recall
49,"Emergent Biosolutions, Inc.","9920 Medical Center Dr. Rockville, MD 20850",8/8/2023,10/7/2023,20,Mass Layoff - No Recall
50,"Matheson Flight Extenders, Inc.","14301 Mattawoman Drive Brandywine, MD 20613",8/16/2023,10/15/2023,327,Mass Layoff - No Recall
51,"WayForth, LLC","7020 Dorsey Road Suite C Hanover, MD 21076",8/16/2023,8/18/2023,76,Mass Layoff - No Recall
52,"GXO Logistics Supply Chain, Inc.","610 Chelsea Road Aberdeen, MD 21001",8/17/2023,9/30/2023,176,Plant Closure
53,Tesla,"336 Clubhouse Road Hunt Valley, MD 21031",8/18/2023,10/16/2023,55,Mass Layoff - No Recall
54,Price Rite Marketplace,"1753 Chesaco Avenue Rosedale, MD 21237",8/22/2023,10/22/2023,25,Plant Closure
55,Giant Delivers,"1020A Airport 100 Way Hanover, MD 21076",8/28/2023,10/21/2023,362,Plant Closure
56,"Perfected Logistics, LLC","10406 Tucker Street Beltsville, MD 20707",9/7/2023,11/7/2023,65,Mass Layoff - No Recall
57,Management & Training Corporation,"10900 Old Court Road Woodstock, MD 21163",9/11/2023,9/30/2023,174,Mass Layoff - No Recall
58,"Money Map Press, LLC","1125 N. Charles Street Baltimore, MD 21201",9/20/2023,11/14/2023,63,Mass Layoff - No Recall
59,"Exemplis, LLC","8221 Preston Court Suite D Jessup, MD 20794",9/22/2023,11/19/2023,47,Mass Layoff - No Recall
60,"T-Mobile USA, Inc.","12050 Baltimore Avenue Beltsville, MD 20705",9/20/2023,11/2/2023,40,Mass Layoff - No Recall
61,"Oracle America, Inc.","12200-12211 Plum Orchard Dr. Silver Spring, MD 20904",9/29/2023,11/30/2023,102,Mass Layoff - No Recall
62,"Leisure Care, LLc d/b/a The Landing of Silver Spring","13908 New Hamshire Ave. Silver Spring, MD 20904",10/3/2023,12/2/2023,75,Plant Closure
63,"Northrop Grumman Systems Corporation, Defense Systems Sector","701 Wilson Point Road Middle River, MD 21220",10/5/2023,12/4/2023,16,Mass Layoff - No Recall
64,"Northrop Grumman Systems Corporation, Defense Systems Sector","2828 Strawberry Point Road Middle River, MD 21220",10/5/2023,12/4/2023,16,Mass Layoff - No Recall
65,"Ventech Solutions, Inc.","21 Governors Court Suite 250 Windsor Mill, MD 21244",10/16/2023,12/15/2023,60,Mass Layoff - No Recall
66,Old Town Pour House,"212 Ellington Blvd. Gaithersburg, MD 20878",10/20/2023,10/24/2023,58,Mass Layoff - No Recall
67,Sleep Number,"1710 Crossroads Drive Odenton, MD 21113",10/230/2023,12/29/2023,24,Mass Layoff - No Recall
68,Leidos,"3300 Lord Baltimore Drive Baltimore, MD 21244",11/1/2023,12/31/2023,130,Mass Layoff - No Recall
69,"ABM Industry Group, LLC","888 Bestgate Road #111 Annapolis, MD 21401",1/21/2022,2/28/2022,9,2
70,"ABM Industry Group, LLC","7670 Quarterfield Road Glen Burnie, MD 21061",1/21/2022,2/28/2022,9,2
71,"ABM Industry Group, LLC","815 E. Pratt Street Baltimore, MD 21202",1/21/2022,2/28/2022,9,2
72,"ABM Industry Group, LLC","1701 Twin Springs Road Halethorpe, MD 21227",1/21/2022,2/28/2022,13,2
73,"ABM Industry Group, LLC","1447 York Road #100 Lutherville, MD 21093",1/21/2022,2/28/2022,9,2
74,"ABM Industry Group, LLC","4920 Campbell Blvd. Nottingham, MD 21236",1/21/2022,2/28/2022,9,2
75,"ABM Industry Group, LLC","7141 Security Boulevard Windsor Mill, MD 21244",1/21/2022,2/28/2022,9,2
76,"ABM Industry Group, LLC","7190 Crestwood Blvd. Frederick, MD 21703",1/21/2022,2/28/2022,9,2
77,"ABM Industry Group, LLC","7070 Samuel Morse Dr. Columbia, MD 21046",1/21/2022,2/28/2022,9,2
78,"ABM Industry Group, LLC","2106 Jefferson Street Rockville, MD 20852",1/21/2022,2/28/2022,9,2
79,"ABM Industry Group, LLC","1500 Forest Glen Road Silver Spring, MD 20910",1/21/2022,2/28/2022,9,2
80,"ABM Industry Group, LLC","2221 Broadbirch Drive Silver Spring, MD 20904",1/21/2022,2/28/2022,9,2
81,"ABM Industry Group, LLC","12201 Plum Orchard Drive Silver Spring, MD 20904",1/21/2022,2/28/2022,15,2
82,"ABM Industry Group, LLC","10810 Connecticut Ave. Kensington, MD 20895",1/21/2022,2/28/2022,6,2
83,"ABM Industry Group, LLC","10812 Connecticut Ave. Kensington, MD 20895",1/21/2022,2/28/2022,7,2
84,"ABM Industry Group, LLC","655 Watkins Mill Road Gaithersburg, MD 20879",1/21/2022,2/28/2022,9,2
85,"ABM Industry Group, LLC","6111 Executive Boulevard Rockville, MD 20852",1/21/2022,2/28/2022,9,2
86,"ABM Industry Group, LLC","1396 Piccard Drive Rockville, MD 20850",1/21/2022,2/28/2022,9,2
87,"ABM Industry Group, LLC","4000 Garden City Drive Hyattsville, MD 20785",1/21/2022,2/28/2022,9,2
88,"ABM Industry Group, LLC","1021 Bacon Drive Beltsville, MD 20705",1/21/2022,2/28/2022,9,2
89,"ABM Industry Group, LLC","6104 Old Paint Branch Ave Temple Hills, MD 20748",1/21/2022,2/28/2022,9,2
90,"ABM Industry Group, LLC","1221 Mercantile Lane Upper Marlboro, MD 20774",1/21/2022,2/28/2022,9,2
91,"ABM Industry Group, LLC","5100 Auth Way Camp Springs, MD 20746",1/21/2022,2/28/2022,9,2
92,"ABM Industry Group, LLC","6525 Belcrest Road Hyattsville, MD 20782",1/21/2022,2/28/2022,9,2
93,"ABM Industry Group, LLC","3400 Box Hill South Pkwy Abingdon, MD 21009",1/21/2022,2/28/2022,9,2
94,Royal Farms Arena/ASM Global,"201 W. Baltimore Street Baltimore, MD 21202",2/2/2022,3/4/2022,"1,492",1
95,"District Photo, Inc.","10501 Rhode Island Avenue Beltsville, MD 20705",2/4/2022,4/4/2022,11,2
96,"Staples, Inc.","9327 Washington Road Laurel, MD 20723",2/18/2022,4/22/2022,16,1
97,Radisson Baltimore,"101 W. Fayette Street Baltimore, MD 21201",3/2/2022,4/8/2022,83,1
98,Holiday Inn,"105 W. Fayette Street Baltimore, MD 21201",3/2/2022,4/8/2022,17,1
99,Peninsula Endoscopy Center (PEC),"9315 Ocean Highway Delmar, Maryland 21875",3/8/2022,5/9/2022,13,1
100,Peninsula Gastroenterology Associates (PEC),"9315 Ocean Highway Delmar, Maryland 21875",3/8/2022,5/9/2022,9,1
101,GenOn Morgantown Generating Station,"12620 Crain Highway Newburg, MD 20664",3/15/2022,6/1/2022,73,1
102,"District Photo, Inc.","10501 Rhode Island Avenue Beltsville, MD 20705",3/15/2022,5/14/2022,34,2
103,"Golden Services, LLC","19901 Germantown Road Germantown, MD 20875",3/21/2022,5/17/2022,74,1
104,WestRock,"725 Pittman Road Curtis Bay, Md 21226",3/31/2022,5/31/2022,30,2
105,"CACI, Inc.","1681 Nelson Street Fort Detrick, MD 21702",4/1/2022,5/31/2022,94,2
106,"Ready Responders, Inc.","8201 Corporate Drive Suite 650 Landover, MD 20785",4/6/2022,2/16/2022,4,2
107,DFA Dairy Brands,"7631 Jefferson Avenue Hyattsville, MD 20785",4/12/2022,6/12/2022,42,1
108,Toyota Motor Credit Corporation d/b/a Toyota Financial Services,"500 Red Brook Boulevard Owings Mills, MD 21117",5/2/2022,7/1/2022,196,1
109,Bon Appetit,"3400 N. Charles Street Baltimore, MD 21218",6/1/2022,7/31/2022,190,1
110,"ABM Industry Group, LLC","633 Research Drive Frederick, MD 21703",6/6/2022,8/1/2022,69,2
111,"Insurance Auto Auctions, Inc.","7131 Virginia Manor Court, Laurel MD 20707",6/7/2022,8/5/2022,7,1
112,"Commercial Vehicle Group, Inc.","6650 Business Parkway Elkridge, MD 21075",6/13/2022,8/9/2022,57,2
113,WesTech,"1001 Cathedral Street Baltimore, MD 21201",6/13/2022,8/8/2022,34,2
114,WesTech,"702 Cathedral Street Baltimore, MD 21201",6/13/2022,8/8/2022,9,2
115,"Guardian of Georgia, LLC","12240 Kiln Court Beltsville, MD 20705",6/13/2022,7/1/2022,21,1
116,Lockheed Martin Corporation,"911 Elkridge Landing Rd Linthicum, MD 21090",6/28/2022,8/26/2022,35,2
117,"ReOpen Diagnostics, LLC d/b/a Pandemic Response Lab","9605 Medical Center Dr. Suite 220, Rockville, MD 20850",6/30/2022,8/28/2022,24,2
118,"DynCorp International, LLC","47123 Buse Rd. #540 Patuxent River, MD 20670",7/1/2022,9/2/2022,937,2
119,MATRIX,"500 Red Brook Blvd. Owings Mills, MD 21117",7/1/2022,8/31/2022,1,1
120,AMPCUS,"500 Red Brook Boulevard Owings Mills, MD 21117",7/5/2022,8/31/2022,1,1
121,"Clear One Advantage, LLC","1501 S. Clinton Street Baltimore, MD 21224",7/5/2022,6/21/2022,84,2
122,"One Loan Direct, LLC","1501 S. Clinton Street Baltimore, MD 21224",7/5/2022,6/24/2022,5,2
123,WELLS FARGO,"7860 Wormans Mill Road Frederick, MD 21701",7/15/2022,7/14/2022,100,2
124,"Collabera, Inc.","500 Red Brook Boulevard Owings Mills, MD 21117",7/18/2022,8/31/2022,4,1
125,Workforce Logiq,"500 Red Brook Boulevard Owings Mills, MD 21117",7/28/2022,8/31/2022,5,1
126,ATA Aerospace,"7474 Greenway Center Drive Greenbelt, MD 20770",8/4/2022,9/13/2022,253,1
127,Miller's Ale House,"1471 Rockville Pike Rockville, MD 20852",8/9/2022,9/25/2022,52,1
128,"Money Map Press, LLC","1125 N. Charles Street Baltimore, Maryland 21201",8/16/2022,10/10/2022,51,2
129,Amazon,"7458 New Ridge Road Hanover, MD 21076",8/26/2022,10/25/2022,190,1
130,Amazon,"8411 Kelson Drive Essex, MD 21221",8/26/2022,10/25/2022,163,1
131,"Jason Pharmaceuticals d/b/a Medifast, Inc.","601 Sunrise Avenue Ridgely, MD 21660",8/29/2022,9/25/2022,134,2
132,Unique Stores,"10141 New Hampshire Avenue Silver Spring, MD 20903",9/7/2022,10/28/2022,17,2
133,Value Village,"10121 New Hampshire Avenue Silver Spring, MD 20903",9/7/2022,10/28/2022,16,2
134,Value Village,"2277 University Blvd Adelphi, MD 20783",9/7/2022,10/28/2022,13,2
135,Value Village,"6611 Annapolis Road Landover Hill, MD 20784",9/7/2022,10/28/2022,12,2
136,Walden Security,"6401 Security Blvd. Baltimore, MD 21207",9/8/2022,11/11/2022,30,2
137,"Collabera, Inc.","500 Red Brook Boulevard Owings Mills, MD 21117",9/12/2022,10/31/2022,5,1
138,Peregrine Express,"7458 New Ridge Road Hanover, MD 21076",9/13/2022,10/23/2022,107,1
139,Employment Background Investigations,"700 Red Brook Blvd Owings Mills, MD 21117",9/16/2022,11/15/2022,82,2
140,Tessemae's LLC,"9101 Yellowbrick Road Rosedale, MD 21237",9/19/2022,11/19/2022,1,2
141,Tessemae's LLC,"8805 Kelso Drive Essex, MD 21221",9/19/2022,11/18/2022,34,2
142,"Lydia Security Monitoring, Inc.","235 Schilling Circle Suite 108 Hunt Valley, MD 21031",9/19/2022,11/19/2022,73,1
143,Pearson,"509 S. Exeter Street Baltimore, MD 21202",9/28/2022,09/28/2022,152,2
144,BayFirst Financial,"2028 Liberty Road Suite 202 Eldersburg, MD 21784",9/30/2022,11/25/2022,20,1
145,"Maryland Sportservice, Inc.","333 W. Camden Street Baltimore, MD 21201",9/30/2022,12/1/2022,649,2
146,Jubilant Cadista Pharmaceuticals Inc.,"207 Kiley Drive Salisbury, MD 21801",10/6/2022,11/23/2022,80,2
147,Jacobs Technology,"Aberdeen Test Center Building 402, Suite 200 Aberdeen Proving Ground, MD 21005",10/27/2022,8/11/2023,89,2
148,"Fila USA, Inc.","7630 Gambrills Cove Curtis Bay, MD 21226",11/1/2022,12/31/2022,54,2
149,"Fila USA, Inc.","930 Ridgebrook Road Sparks, MD 21152",11/1/2022,12/31/2022,7,2
150,"New Rez, LLC","6250 Old Dobbin Lane Suites 100 & 110 Columbia, MD 21045",11/4/2022,1/1/2023,24,2
151,Price Rite Store,"1205 West Pratt Street Baltimore, MD 21223",11/10/2022,12/31/2022,31,1
152,"NexImmune, Inc.","9119 Gaither Road Gaithersburg, MD 20877",11/15/2022,1/16/2023,22,2
153,"Catalent Maryland, Inc.","20 Firstfield Road Gaithersburg, Maryland 20878",11/16/2022,1/14/2023,82,1
154,"Catalent Maryland, Inc.","9920 Belward Campus Drive Rockville, MD 20850",11/16/2022,1/14/2023,53,1
155,"ReOpen Diagnostics, LLC d/b/a Pandemic Response Lab","9605 Medical Center Drive Suite 220 Rockville, MD 20850",12/6/2022,1/31/2023,21,1
156,"Freshly, LLC","8704 Bollman Place Savage, MD 20763",12/6/2022,2/7/2023,454,1
157,"Genesis Logistics, Inc.","1301 Edison Hwy Baltimore, MD 21213",12/12/2022,3/19/2023,50,1
158,ALSCO,"4900 Philadelphia Way Lanham, MD 20706",1/5/2021,12/15/2020,21,2
159,Macy's,"4101 Branch Avenue Marlow Heights, MD 20748",1/6/2021,3/14/2021,81,1
160,MGM National Harbor,"101 MGM National Avenue Oxon Hill, MD 20745",1/6/2021,12/16/2020,518,2
161,Ridgewells,"5525 Dorsey Lane Bethesda, MD 20816",1/11/2021,1/15/2021,278,2
162,Sodexo Johns Hopkins Hospital,"600 North Wolfe Street Baltimore, MD 21287",1/15/2021,3/1/2021,55,2
163,Instacart,"Giant Food 7142 Arlington Road Bethesda, MD 20814",1/22/2021,3/21/2021,17,2
164,Sunfood Corporation,"140 Western Maryland Pkwy Hagerstown, MD 21740",2/18/2021,3/15/2021,3,1
165,"AAA Club Alliance, Inc.","8245F Dickerson Lane Salisbury, MD 21804",2/23/2021,3/28/2021,6,1
166,"GenOn Energy Services, LLC","25100 Chalk Point Road Aquasco, MD 20608",3/24/2021,6/1/2021,57,2
167,"AAA Club Alliance, Inc.","1019 York Road Towson, MD 21204",4/9/2021,7/1/2021,12,1
168,Auto Plus Auto Parts,"9909 Pulaski Highway Middle River, MD 21220",4/13/2021,6/13/2021,16,1
169,Auto Plus Auto Parts,"1739 E. Joppa Road Baltimore, MD 21234",4/13/2021,6/13/2021,4,1
170,"PAE Shared Services, LLC","23013 Cedar Point Road Bldg. 2118 Patuxent River, MD 20670",4/23/2021,6/12/2021,198,2
171,"PAE Shared Services, LLC","48542 Haney Road Bldg. 2657 Patuxent River, MD 20670",4/23/2021,6/12/2021,56,2
172,Maria Health Care Center,"5401 N. Charles Street Baltimore, MD 21212",4/23/2021,6/22/2021,31,1
173,BioReliance Corporation,"14920 Broschart Road Rockville, MD 20850",4/29/2021,7/2/2021,99,1
174,Menzies Aviation,"1001 Aviation Boulevard Suite 2400 Baltimore, MD 21240",4/29/2021,6/30/2021,25,2
175,Kimball David Edward,"1407 Parker Road Baltimore, MD 21227",5/17/2021,5/21/2021,75,1
176,"Kuehne & Nagel, Inc.","1100 Woodley Road Aberdeen, MD 21001",5/19/2021,7/31/2021,100,1
177,"Eclipse Advantage, LLC","1100 Woodley Road Aberdeen, MD 21001",5/19/2021,7/19/2021,46,1
178,"T.Rowe Price Group, Inc.","4515 Painters Mill Road Owings Mills, MD 21117",5/20/2021,7/31/2021,11,2
179,ABM Industries,"815 E Pratt Street Baltimore, MD 21202",5/26/2021,5/1/2021,9,2
180,ABM Industries,"655 Watkins Mill Road Gaithersburg, MD 20879",5/26/2021,5/1/2021,9,2
181,ABM Industries,"10810 Connecticut Avenue Kensington, MD 20895",5/26/2021,5/1/2021,9,2
182,ABM Industries,"1221 Mercantile Lane Upper Marlboro, MD 20774",5/26/2021,5/1/2021,9,2
183,Abacus Staffing,"1100 Woodley Road Aberdeen, MD 21001",5/27/2021,7/31/2021,25,1
184,Hanover Foods Corporation,"502 Factory Lane Ridgely, MD 21660",8/24/2021,11/15/2021,37,1
185,Ascension Health Senior Care d/b/a Ascension Living,"331 S. Seton Avenue Emmitsburg, MD 21727",8/31/2021,10/29/2021,100,1
186,Best Buy,"7000 Arundel Mills Circle Hanover, MD 21076",8/30/2021,10/30/2021,47,1
187,"ShoTime Logistics, LLC","7890 WB&A Rd Severn, MD 21144",9/15/2021,11/9/2021,74,1
188,"BP Lubricants USA, Inc.","9300 Pulaski Highway Baltimore, MD 21220",9/24/2021,7/29/2021,33,2
189,Aspire Living & Learning,"2109 Laurel Bush Road Bel Air, MD 21015",9/24/2021,11/23/2021,27,1
190,Wells Fargo,"7175 Columbia Gateway Drive Columbia, MD 21046",10/22/2021,12/19/2021,30,2
191,Imerys Carbonate USA,"10000 Beaver Dam Road Cockeysville, MD 21030",11/2/2021,1/31/2022,40,1
192,"Marriott Hotel Services, Inc.","6711 Democracy Boulevard Bethesda, MD 20817",11/4/2021,1/31/2022,52,2
193,Ruth's Chris Steak House,"7315 Wisconsin Avenue Bethesda, MD 20814",11/5/2021,12/31/2021,29,1
194,Price Rite,"5800 Silver Hill Road District Heights, MD 20747",11/30/2021,12/30/2021,36,1
195,Gabriel Brothers,"3430 Emmorton Road Abingdon, MD 21009",12/1/2021,1/1/2022,61,2
196,Wisetek Solutions,"3200 Hubbard Road Hyattsville, MD 20785",12/2/2021,2/2/2022,38,1
197,"The Baltimore Sun Company, LLC","300 East Cromwell Street Baltimore, MD 21230",12/3/2021,1/30/2022,139,2
198,AIS Healthcare,"10 Warren Road #220 Hunt Valley, MD 21030",12/8/2021,2/8/2022,23,2
199,Crate & Barrel,"825 Dulaney Valley Road Towson, MD 21204",12/9/2021,2/7/2022,37,1
200,Macy's,"2304 N. Salisbury Blvd Salisbury, MD 21801",1/10/2020,3/30/2020,80,1
201,"IAS Logistics DFW, LLC d/b/a Pinnacle Logistics","BWI Airport 7050 Friendship Road Baltimore, MD 21240 1",1/15/2020,4/14/2020,"1,609",2
202,Collington Distribution Center,"16020 Leeland Road Upper Marlboro, MD 20774",1/29/2020,8/1/2020,520,1
203,Oakwood Worldwide (US) LP,"888 Airport Park Road Suite A Glen Burnie, MD 21061",1/29/2020,3/30/2020,2,2
204,"Fedex Ground Package System, Inc.","4801 Hollins Ferry Road Halethorpe, MD 21227",2/11/2020,4/18/2020,130,1
205,Transform SR LLC-06063 (Sears Auto Center),"11170 Mall Circle Waldorf, MD 20603",2/18/2020,4/12/2020,10,1
206,Transform SR LLC-01074 (Sears Department Store),"11170 Mall Circle Waldorf, MD 20603",2/18/2020,4/12/2020,58,1
207,Salvation Army Adult Rehabilitation Centers,"10912 York Road Cockeysville, MD 21030",3/5/2020,5/30/2020,11,1
208,Salvation Army Adult Rehabilitation Centers,"2250 Gable Avenue Baltimore, MD 21230",3/5/2020,5/30/2020,17,1
209,Salvation Army Adult Rehabilitation Centers,"2700 W. Patapsco Ave Baltimore, MD 21230",3/5/2020,5/30/2020,31,1
